md_id,Station Name,Year,Month,Day,Max Temp (°C),Min Temp (°C),Total Precip (mm)
13213,NORTH BAY A,2019,March,2,-4.7,-16.6,1.3
13214,NORTH BAY A,2019,March,3,-8.2,-19.1,0.2
13215,NORTH BAY A,2019,March,4,-12.7,-22.9,0
13216,NORTH BAY A,2019,March,5,-12,-23.6,0
13217,NORTH BAY A,2019,March,6,-11.9,-25.6,0
13218,NORTH BAY A,2019,March,7,-10.3,-25.9,0
13219,NORTH BAY A,2019,March,8,-3.4,-19.1,0
13220,NORTH BAY A,2019,March,9,0.8,-20.8,0
13221,NORTH BAY A,2019,March,10,1.1,-6.3,4.8
13222,NORTH BAY A,2019,March,11,-1.6,-10.1,1.3
13223,NORTH BAY A,2019,March,12,-1.8,-16.1,0
13224,NORTH BAY A,2019,March,13,0.3,-6.5,4.1
13225,NORTH BAY A,2019,March,14,7.6,-0.5,19.9
13226,NORTH BAY A,2019,March,15,6.6,-7.4,2.2
13227,NORTH BAY A,2019,March,16,-7.1,-10.2,0
13228,NORTH BAY A,2019,March,17,-3.5,-16.5,0
13229,NORTH BAY A,2019,March,18,-4.4,-17,0
13230,NORTH BAY A,2019,March,19,1.3,-8.9,0
13231,NORTH BAY A,2019,March,20,4.4,-3.8,0
13232,NORTH BAY A,2019,March,21,1.3,-0.5,0.4
13233,NORTH BAY A,2019,March,22,-0.2,-12.6,0
13234,NORTH BAY A,2019,March,23,-0.6,-17.1,0
13235,NORTH BAY A,2019,March,24,-2.2,-15.6,0.4
13236,NORTH BAY A,2019,March,25,-1.2,-17.2,0
13237,NORTH BAY A,2019,March,26,0.8,-18.4,0
13238,NORTH BAY A,2019,March,27,4,-9.9,0
13239,NORTH BAY A,2019,March,28,7.4,-2.6,0
13240,NORTH BAY A,2019,March,29,0.9,-5.9,0
13241,NORTH BAY A,2019,March,30,-0.3,-5.4,2.2
13242,NORTH BAY A,2019,March,31,-1.1,-12.4,0
13243,NORTH BAY A,2019,April,1,1.3,-13.8,0
13244,NORTH BAY A,2019,April,2,1.1,-3.1,1.8
13245,NORTH BAY A,2019,April,3,1.8,-6.5,3
13246,NORTH BAY A,2019,April,4,0.1,-11.7,0
13247,NORTH BAY A,2019,April,5,3.2,-10,0.9
13248,NORTH BAY A,2019,April,6,5.2,-1.3,0
13249,NORTH BAY A,2019,April,7,2.2,0.8,7.6
13250,NORTH BAY A,2019,April,8,3.8,1.1,12.7
13251,NORTH BAY A,2019,April,9,1.9,-2.6,8
13252,NORTH BAY A,2019,April,10,0.7,-6.8,0
13253,NORTH BAY A,2019,April,11,1.6,-7.8,0
13254,NORTH BAY A,2019,April,12,8.7,-0.2,3.9
13255,NORTH BAY A,2019,April,13,3.4,-0.1,0
13256,NORTH BAY A,2019,April,14,4.9,-3.3,5.4
13257,NORTH BAY A,2019,April,15,5.1,-4.7,0.6
13258,NORTH BAY A,2019,April,16,6.9,-5.5,0
13259,NORTH BAY A,2019,April,17,12.6,-5.2,0.2
13260,NORTH BAY A,2019,April,18,9.2,1.4,31.8
13261,NORTH BAY A,2019,April,19,3.2,1.1,1.6
13262,NORTH BAY A,2019,April,20,12.1,1.7,2.4
13263,NORTH BAY A,2019,April,21,13.6,-0.7,0
13264,NORTH BAY A,2019,April,22,11.5,4.5,0
13265,NORTH BAY A,2019,April,23,11.4,0.9,16.2
13266,NORTH BAY A,2019,April,24,6,0.6,0
13267,NORTH BAY A,2019,April,25,14.1,0.3,0
13268,NORTH BAY A,2019,April,26,N/A,N/A,N/A
13269,NORTH BAY A,2019,April,27,2,-2.9,0
13270,NORTH BAY A,2019,April,28,6.8,-4.1,0
13271,NORTH BAY A,2019,April,29,7.7,-4.3,0
13272,NORTH BAY A,2019,April,30,10,-0.3,0
13273,NORTH BAY A,2019,May,1,3.4,-0.7,15.8
13274,NORTH BAY A,2019,May,2,6,-0.4,0.6
13275,NORTH BAY A,2019,May,3,11.1,1.3,0
13276,NORTH BAY A,2019,May,4,15.3,0.3,0
13277,NORTH BAY A,2019,May,5,18.8,1.7,0
13278,NORTH BAY A,2019,May,6,9,3.1,1.3
13279,NORTH BAY A,2019,May,7,10.2,1.9,0
13280,NORTH BAY A,2019,May,8,12.8,-0.6,0
13281,NORTH BAY A,2019,May,9,11.5,2.7,24.8
13282,NORTH BAY A,2019,May,10,13.5,3.6,0.8
13283,NORTH BAY A,2019,May,11,11.6,-1.2,0
13284,NORTH BAY A,2019,May,12,14.6,4,0
13285,NORTH BAY A,2019,May,13,10.9,5.3,0
13286,NORTH BAY A,2019,May,14,17.1,5.4,0
13287,NORTH BAY A,2019,May,15,16.9,2.8,0.2
13288,NORTH BAY A,2019,May,16,13.4,-2.4,5.4
13289,NORTH BAY A,2019,May,17,13.8,1.4,0
13290,NORTH BAY A,2019,May,18,9.7,0.3,0.2
13291,NORTH BAY A,2019,May,19,11.5,5.9,20.4
13292,NORTH BAY A,2019,May,20,11.3,4.7,5.8
13293,NORTH BAY A,2019,May,21,17.9,3.6,0
13294,NORTH BAY A,2019,May,22,18.6,3.1,0.2
13295,NORTH BAY A,2019,May,23,15.1,8.6,10.7
13296,NORTH BAY A,2019,May,24,17.7,10.1,0
13297,NORTH BAY A,2019,May,25,15.5,11.3,25.6
13298,NORTH BAY A,2019,May,26,20.6,10.5,0
13299,NORTH BAY A,2019,May,27,15.1,6.7,0
13300,NORTH BAY A,2019,May,28,15.4,7.5,0.5
13301,NORTH BAY A,2019,May,29,17.6,7.9,0
13302,NORTH BAY A,2019,May,30,20.4,5.9,0
13303,NORTH BAY A,2019,May,31,13.2,2.7,0
13304,NORTH BAY A,2019,June,1,20.1,4,0
13305,NORTH BAY A,2019,June,2,15.7,4.6,0
13306,NORTH BAY A,2019,June,3,15.1,1.5,2.2
13307,NORTH BAY A,2019,June,4,10.9,3.9,0.6
13308,NORTH BAY A,2019,June,5,15.6,5.8,0.2
13309,NORTH BAY A,2019,June,6,20.2,7.8,0
13310,NORTH BAY A,2019,June,7,22.9,7.9,0
13311,NORTH BAY A,2019,June,8,26.2,7.2,0
13312,NORTH BAY A,2019,June,9,29.1,9.9,0
13313,NORTH BAY A,2019,June,10,19.6,10.6,45.3
13314,NORTH BAY A,2019,June,11,18.8,8.8,0
13315,NORTH BAY A,2019,June,12,22.7,6.4,0
13316,NORTH BAY A,2019,June,13,14.9,11.5,23.3
13317,NORTH BAY A,2019,June,14,20.6,10.4,8.6
13318,NORTH BAY A,2019,June,15,17.3,6.5,4.4
13319,NORTH BAY A,2019,June,16,17.9,5.3,0
13320,NORTH BAY A,2019,June,17,21.9,6.7,0
13321,NORTH BAY A,2019,June,18,24.4,9.8,0
13322,NORTH BAY A,2019,June,19,21.2,11.8,0
13323,NORTH BAY A,2019,June,20,22.5,12.7,0
13324,NORTH BAY A,2019,June,21,21.8,11.1,0
13325,NORTH BAY A,2019,June,22,24,10.3,0
13326,NORTH BAY A,2019,June,23,25.4,7.6,0
13327,NORTH BAY A,2019,June,24,24,10.3,0.4
13328,NORTH BAY A,2019,June,25,20.9,15.8,12.8
13329,NORTH BAY A,2019,June,26,24.1,14.8,0
13330,NORTH BAY A,2019,June,27,26.2,12.8,0
13331,NORTH BAY A,2019,June,28,20.5,14.5,0.2
13332,NORTH BAY A,2019,June,29,25.2,13.2,3.3
13333,NORTH BAY A,2019,June,30,22.1,10.7,0.2
13334,NORTH BAY A,2019,July,1,25.2,11.5,0
13335,NORTH BAY A,2019,July,2,27.3,13.3,0
13336,NORTH BAY A,2019,July,3,28.9,16.4,0
13337,NORTH BAY A,2019,July,4,30.6,15.5,0
13338,NORTH BAY A,2019,July,5,30.2,19.3,0
13339,NORTH BAY A,2019,July,6,23,12.5,0
13340,NORTH BAY A,2019,July,7,23.4,9.9,0
13341,NORTH BAY A,2019,July,8,25.4,7.6,0
13342,NORTH BAY A,2019,July,9,27.7,13.2,0
13343,NORTH BAY A,2019,July,10,27,12.7,0
13344,NORTH BAY A,2019,July,11,25.2,13.9,8.5
13345,NORTH BAY A,2019,July,12,23.5,12.7,0
13346,NORTH BAY A,2019,July,13,26.5,13.7,9.4
13347,NORTH BAY A,2019,July,14,21.7,11,0
13348,NORTH BAY A,2019,July,15,25.4,13.8,0.2
13349,NORTH BAY A,2019,July,16,25.7,18,0.2
13350,NORTH BAY A,2019,July,17,N/A,N/A,0
13351,NORTH BAY A,2019,July,18,28.4,15.2,12.9
13352,NORTH BAY A,2019,July,19,28.3,19.5,0
13353,NORTH BAY A,2019,July,20,30,18,0
13354,NORTH BAY A,2019,July,21,24.7,15.5,0
13355,NORTH BAY A,2019,July,22,22.7,15,0
13356,NORTH BAY A,2019,July,23,23.3,12,0
13357,NORTH BAY A,2019,July,24,24.6,8,0
13358,NORTH BAY A,2019,July,25,27.2,16.1,0
13359,NORTH BAY A,2019,July,26,28.6,15.3,0
13360,NORTH BAY A,2019,July,27,25,16.9,28.7
13361,NORTH BAY A,2019,July,28,26.6,16.8,0
13362,NORTH BAY A,2019,July,29,27.5,15,19
13363,NORTH BAY A,2019,July,30,25.3,16.2,0
13364,NORTH BAY A,2019,July,31,23.4,10.7,0
13365,NORTH BAY A,2019,August,1,24.5,8.2,0
13366,NORTH BAY A,2019,August,2,26,11.9,0
13367,NORTH BAY A,2019,August,3,24.1,12.8,0
13368,NORTH BAY A,2019,August,4,21.7,7.5,0
13369,NORTH BAY A,2019,August,5,26.3,12.3,0
13370,NORTH BAY A,2019,August,6,24.2,15.9,1
13371,NORTH BAY A,2019,August,7,26.8,13.6,0
13372,NORTH BAY A,2019,August,8,20.8,13.1,19.5
13373,NORTH BAY A,2019,August,9,21.6,9.8,10.1
13374,NORTH BAY A,2019,August,10,20.6,7.8,0
13375,NORTH BAY A,2019,August,11,25.4,11.8,0
13376,NORTH BAY A,2019,August,12,25.1,15.6,0
13377,NORTH BAY A,2019,August,13,21.5,12.4,0
13378,NORTH BAY A,2019,August,14,20.2,11.6,0
13379,NORTH BAY A,2019,August,15,22.4,11.5,0
13380,NORTH BAY A,2019,August,16,24.2,9.8,0
13381,NORTH BAY A,2019,August,17,22.5,14.9,0
13382,NORTH BAY A,2019,August,18,27.5,15.9,0
13383,NORTH BAY A,2019,August,19,23.4,13.4,0
13384,NORTH BAY A,2019,August,20,27.5,12.1,0
13385,NORTH BAY A,2019,August,21,26.7,12,0
13386,NORTH BAY A,2019,August,22,19.1,9.5,0
13387,NORTH BAY A,2019,August,23,17.2,8.9,0
13388,NORTH BAY A,2019,August,24,22.6,8.9,0
13389,NORTH BAY A,2019,August,25,25.6,11.9,0
13390,NORTH BAY A,2019,August,26,25.7,12.5,0
13391,NORTH BAY A,2019,August,27,18.8,14.6,8.7
13392,NORTH BAY A,2019,August,28,23.4,13.9,0.5
13393,NORTH BAY A,2019,August,29,20.9,12.6,N/A
13394,NORTH BAY A,2019,August,30,16.7,10.1,0.2
13395,NORTH BAY A,2019,August,31,18.6,6.1,0
13396,NORTH BAY A,2019,September,1,21,5.1,0
13397,NORTH BAY A,2019,September,2,18.3,9.3,1.3
13398,NORTH BAY A,2019,September,3,18.1,8.4,27.3
13399,NORTH BAY A,2019,September,4,17.2,4.7,0.2
13400,NORTH BAY A,2019,September,5,19.6,3.6,0
13401,NORTH BAY A,2019,September,6,14.2,9.6,1.3
13402,NORTH BAY A,2019,September,7,16.2,10,0.7
13403,NORTH BAY A,2019,September,8,14.1,5.1,0
13404,NORTH BAY A,2019,September,9,15.4,0,0
13405,NORTH BAY A,2019,September,10,17.9,7.5,6.4
13406,NORTH BAY A,2019,September,11,17.7,9.3,0.2
13407,NORTH BAY A,2019,September,12,17.2,7.3,0
13408,NORTH BAY A,2019,September,13,16.7,6.6,15.8
13409,NORTH BAY A,2019,September,14,17,8.4,0.2
13410,NORTH BAY A,2019,September,15,15.8,5.1,0
13411,NORTH BAY A,2019,September,16,19.3,4,0
13412,NORTH BAY A,2019,September,17,22.1,5.2,0
13413,NORTH BAY A,2019,September,18,22,12.2,0
13414,NORTH BAY A,2019,September,19,23.3,12.5,0
13415,NORTH BAY A,2019,September,20,22.1,10.7,0
13416,NORTH BAY A,2019,September,21,25.6,10.4,0
13417,NORTH BAY A,2019,September,22,20.4,18.1,33.4
13418,NORTH BAY A,2019,September,23,18.4,10.5,4.2
13419,NORTH BAY A,2019,September,24,16.1,6.7,0
13420,NORTH BAY A,2019,September,25,19.1,8.1,17.5
13421,NORTH BAY A,2019,September,26,16.7,6.5,0.6
13422,NORTH BAY A,2019,September,27,17.9,5.7,6.9
13423,NORTH BAY A,2019,September,28,14,2.3,8.2
13424,NORTH BAY A,2019,September,29,13.5,0.2,0
13425,NORTH BAY A,2019,September,30,15.3,7.8,7.4
13426,NORTH BAY A,2019,October,1,19.3,8.3,0.8
13427,NORTH BAY A,2019,October,2,8.4,3.3,0
13428,NORTH BAY A,2019,October,3,6,2.7,0.7
13429,NORTH BAY A,2019,October,4,N/A,N/A,N/A
13430,NORTH BAY A,2019,October,5,13.1,0.1,0
13431,NORTH BAY A,2019,October,6,16.4,7,1
13432,NORTH BAY A,2019,October,7,14.3,3.3,4.5
13433,NORTH BAY A,2019,October,8,14.7,-0.3,0
13434,NORTH BAY A,2019,October,9,17.5,3.6,0
13435,NORTH BAY A,2019,October,10,17.6,3.9,0
13436,NORTH BAY A,2019,October,11,21.5,6.9,0
13437,NORTH BAY A,2019,October,12,12.1,4.2,6.2
13438,NORTH BAY A,2019,October,13,12.2,2.1,6.4
13439,NORTH BAY A,2019,October,14,9,2.7,0.2
13440,NORTH BAY A,2019,October,15,7.7,1.9,2.1
13441,NORTH BAY A,2019,October,16,6.4,2.7,37.6
13442,NORTH BAY A,2019,October,17,4.5,1.7,0
13443,NORTH BAY A,2019,October,18,7,-1.8,0
13444,NORTH BAY A,2019,October,19,11.7,-2.2,0
13445,NORTH BAY A,2019,October,20,14.2,1.9,0
13446,NORTH BAY A,2019,October,21,12.7,5.4,6.9
13447,NORTH BAY A,2019,October,22,13.5,7.9,16.8
13448,NORTH BAY A,2019,October,23,8.3,3.9,3
13449,NORTH BAY A,2019,October,24,9.2,0.2,4.2
13450,NORTH BAY A,2019,October,25,6.9,-2.3,0
13451,NORTH BAY A,2019,October,26,10.2,-2.8,0
13452,NORTH BAY A,2019,October,27,9.8,4.2,23.8
13453,NORTH BAY A,2019,October,28,12.9,1.8,0
13454,NORTH BAY A,2019,October,29,10.6,3,0.2
13455,NORTH BAY A,2019,October,30,6,-0.2,0.5
13456,NORTH BAY A,2019,October,31,2.2,-0.9,12.6
13457,NORTH BAY A,2019,November,1,-1,-5.8,0.6
13458,NORTH BAY A,2019,November,2,1.6,-2.9,2.7
13459,NORTH BAY A,2019,November,3,2,-3.5,0.4
13460,NORTH BAY A,2019,November,4,3.9,-4.1,8.8
13461,NORTH BAY A,2019,November,5,3.3,-4.1,5
13462,NORTH BAY A,2019,November,6,-0.1,-6.8,2.3
13463,NORTH BAY A,2019,November,7,-4.7,-12.9,0
13464,NORTH BAY A,2019,November,8,-4.5,-13,0
13465,NORTH BAY A,2019,November,9,0.3,-7.2,9.1
13466,NORTH BAY A,2019,November,10,-0.1,-12.5,N/A
13467,NORTH BAY A,2019,November,11,-11.4,-15.8,0
13468,NORTH BAY A,2019,November,12,-12.8,-17.8,0
13469,NORTH BAY A,2019,November,13,-7.9,-21.3,0
13470,NORTH BAY A,2019,November,14,-1.7,-8,0.6
13471,NORTH BAY A,2019,November,15,-1.6,-17.2,0.4
13472,NORTH BAY A,2019,November,16,-6.2,-23.1,0
13473,NORTH BAY A,2019,November,17,-2,-14.3,0
13474,NORTH BAY A,2019,November,18,-0.3,-6,0
13475,NORTH BAY A,2019,November,19,1.3,-2.9,N/A
13476,NORTH BAY A,2019,November,20,2.9,-1.6,0
13477,NORTH BAY A,2019,November,21,3.2,0.4,4.6
13478,NORTH BAY A,2019,November,22,3.5,-9.2,3.4
13479,NORTH BAY A,2019,November,23,2,-5.2,0
13480,NORTH BAY A,2019,November,24,1.9,-4.8,0.5
13481,NORTH BAY A,2019,November,25,4.3,-1,1
13482,NORTH BAY A,2019,November,26,4.8,-0.2,3.4
13483,NORTH BAY A,2019,November,27,0.5,-2.3,N/A
13484,NORTH BAY A,2019,November,28,-2.3,-7.4,N/A
13485,NORTH BAY A,2019,November,29,-6.9,-11.7,0
13486,NORTH BAY A,2019,November,30,-8.3,-13.8,0
13487,NORTH BAY A,2019,December,1,-7.9,-14.4,0
13488,NORTH BAY A,2019,December,2,-3.9,-13.1,0
13489,NORTH BAY A,2019,December,3,-1.8,-15.8,2.2
13490,NORTH BAY A,2019,December,4,-0.8,-7.1,0.8
13491,NORTH BAY A,2019,December,5,-6.3,-10.1,0
13492,NORTH BAY A,2019,December,6,-7.1,-13,0
13493,NORTH BAY A,2019,December,7,-4.5,-15.3,0
13494,NORTH BAY A,2019,December,8,2.6,-5.3,0
13495,NORTH BAY A,2019,December,9,3.6,0.9,N/A
13496,NORTH BAY A,2019,December,10,2,-17.3,0.5
13497,NORTH BAY A,2019,December,11,-9,-15.2,0.2
13498,NORTH BAY A,2019,December,12,-4.4,-17.3,1.1
13499,NORTH BAY A,2019,December,13,-0.6,-5.4,0.2
13500,NORTH BAY A,2019,December,14,-1.5,-9.6,0.2
13501,NORTH BAY A,2019,December,15,-9.6,-17.8,0
13502,NORTH BAY A,2019,December,16,-3.3,-20.2,0
13503,NORTH BAY A,2019,December,17,-4.9,-9.1,0
13504,NORTH BAY A,2019,December,18,-9.1,-27.8,0
13505,NORTH BAY A,2019,December,19,-15.9,-29.2,0.3
13506,NORTH BAY A,2019,December,20,-11.6,-23.6,0
13507,NORTH BAY A,2019,December,21,-3,-14.4,0
13508,NORTH BAY A,2019,December,22,3,-3.3,0
13509,NORTH BAY A,2019,December,23,2.5,-5.8,0
13510,NORTH BAY A,2019,December,24,-4.8,-7.8,0
13511,NORTH BAY A,2019,December,25,-4,-6.3,0
13512,NORTH BAY A,2019,December,26,1,-6.3,0.7
13513,NORTH BAY A,2019,December,27,2.8,-1.2,0
13514,NORTH BAY A,2019,December,28,-0.1,-4.7,0
13515,NORTH BAY A,2019,December,29,-2.5,-7.6,0.4
13516,NORTH BAY A,2019,December,30,0.1,-5.3,4.7
13517,NORTH BAY A,2019,December,31,-0.3,-2.4,3.4
13518,NORTH BAY A,2020,January,1,-2,-5.4,0.2
13519,NORTH BAY A,2020,January,2,1.8,-4,0
13520,NORTH BAY A,2020,January,3,1.8,-2.1,0
13521,NORTH BAY A,2020,January,4,-1.9,-9.7,0
13522,NORTH BAY A,2020,January,5,-7.4,-13.4,0.2
13523,NORTH BAY A,2020,January,6,-3.1,-8.6,1.3
13524,NORTH BAY A,2020,January,7,-0.5,-13.4,1
13525,NORTH BAY A,2020,January,8,-4.8,-26.7,0
13526,NORTH BAY A,2020,January,9,-2.9,-27.9,0
13527,NORTH BAY A,2020,January,10,3.2,-2.9,0.5
13528,NORTH BAY A,2020,January,11,0,-16.1,6.2
13529,NORTH BAY A,2020,January,12,-14.4,-21.2,N/A
13530,NORTH BAY A,2020,January,13,-9.8,-20.4,0
13531,NORTH BAY A,2020,January,14,-3.4,-20,0
13532,NORTH BAY A,2020,January,15,-2.3,-4,0.7
13533,NORTH BAY A,2020,January,16,-3.9,-23.9,0.2
13534,NORTH BAY A,2020,January,17,-17.2,-30,0
13535,NORTH BAY A,2020,January,18,-13.4,-17.9,2.2
13536,NORTH BAY A,2020,January,19,-10.5,-21.1,0
13537,NORTH BAY A,2020,January,20,-13.4,-25.8,0
13538,NORTH BAY A,2020,January,21,-3.2,-21.5,0
13539,NORTH BAY A,2020,January,22,-1.7,-3.9,0
13540,NORTH BAY A,2020,January,23,-0.4,-2.9,0
13541,NORTH BAY A,2020,January,24,2.4,-2,0.7
13542,NORTH BAY A,2020,January,25,0.2,-1.3,4.4
13543,NORTH BAY A,2020,January,26,-0.1,-2.3,1
13544,NORTH BAY A,2020,January,27,-2.3,-5.8,0
13545,NORTH BAY A,2020,January,28,-5.8,-11.9,0
13546,NORTH BAY A,2020,January,29,-8.8,-17.8,0
13547,NORTH BAY A,2020,January,30,-6.8,-18,0
13548,NORTH BAY A,2020,January,31,-3.4,-16.3,0.2
13549,NORTH BAY A,2020,February,1,-2,-5.1,1.8
13550,NORTH BAY A,2020,February,2,-0.6,-3.4,0.2
13551,NORTH BAY A,2020,February,3,-0.1,-3.8,0.2
13552,NORTH BAY A,2020,February,4,-1.4,-11.4,0
13553,NORTH BAY A,2020,February,5,-8.9,-20.5,0
13554,NORTH BAY A,2020,February,6,-4.6,-10.6,0
13555,NORTH BAY A,2020,February,7,-9,-22.7,0
13556,NORTH BAY A,2020,February,8,-16,-27.8,0
13557,NORTH BAY A,2020,February,9,-3.4,-20.5,1.5
13558,NORTH BAY A,2020,February,10,-2.8,-6.4,0.7
13559,NORTH BAY A,2020,February,11,-3,-6.8,0
13560,NORTH BAY A,2020,February,12,-1.2,-14,0.7
13561,NORTH BAY A,2020,February,13,-14,-28.8,0
13562,NORTH BAY A,2020,February,14,-11.8,-35.7,0
13563,NORTH BAY A,2020,February,15,-3.3,-11.9,0
13564,NORTH BAY A,2020,February,16,-3.2,-17.8,0
13565,NORTH BAY A,2020,February,17,-7,-23.3,0
13566,NORTH BAY A,2020,February,18,-0.7,-10.8,1.3
13567,NORTH BAY A,2020,February,19,-6,-18.6,0
13568,NORTH BAY A,2020,February,20,-12.9,-27.3,0
13569,NORTH BAY A,2020,February,21,-2.9,-15.2,0
13570,NORTH BAY A,2020,February,22,1,-7.1,0
13571,NORTH BAY A,2020,February,23,5.2,-6,0
13572,NORTH BAY A,2020,February,24,4.7,-2.9,0
13573,NORTH BAY A,2020,February,25,0.7,-8.2,0
13574,NORTH BAY A,2020,February,26,-5.9,-13.7,2
13575,NORTH BAY A,2020,February,27,-8.5,-15.9,4.1
13576,NORTH BAY A,2020,February,28,-14.1,-21.7,0
13577,NORTH BAY A,2020,February,29,-11.4,-24,0.1
13578,NORTH BAY A,2020,March,1,-0.9,-24.1,0
13579,NORTH BAY A,2020,March,2,3.4,-6.6,0
13580,NORTH BAY A,2020,March,3,0.3,-15,1.1
13581,NORTH BAY A,2020,March,4,1,-3.4,0.2
13582,NORTH BAY A,2020,March,5,-0.1,-6.6,2.2
13583,NORTH BAY A,2020,March,6,-2.6,-13.6,1.1
13584,NORTH BAY A,2020,March,7,-1.7,-22,0
13585,NORTH BAY A,2020,March,8,6.4,-6.7,0
13586,NORTH BAY A,2020,March,9,7.1,0.5,10.1
13587,NORTH BAY A,2020,March,10,5.3,-12.3,12.8
13588,NORTH BAY A,2020,March,11,-2.2,-11.1,0.6
13589,NORTH BAY A,2020,March,12,5.6,-5.7,0
13590,NORTH BAY A,2020,March,13,3.3,-1.6,8.7
13591,NORTH BAY A,2020,March,14,1.4,-9,0
13592,NORTH BAY A,2020,March,15,-4.1,-14.3,0
13593,NORTH BAY A,2020,March,16,0.9,-12.7,0.5
13594,NORTH BAY A,2020,March,17,2.8,-8,1.8
13595,NORTH BAY A,2020,March,18,0.1,-12.1,0
13596,NORTH BAY A,2020,March,19,6.1,-4.6,5.8
13597,NORTH BAY A,2020,March,20,4.3,-15.1,6.3
13598,NORTH BAY A,2020,March,21,-7.4,-20.4,0
13599,NORTH BAY A,2020,March,22,-0.7,-17.5,0
13600,NORTH BAY A,2020,March,23,2.4,-7.4,0
13601,NORTH BAY A,2020,March,24,4.2,-4.6,0
13602,NORTH BAY A,2020,March,25,6.3,-5.3,0
13603,NORTH BAY A,2020,March,26,1.9,-5.4,15.8
13604,NORTH BAY A,2020,March,27,3.6,-8.7,0
13605,NORTH BAY A,2020,March,28,6.6,-4,0
13606,NORTH BAY A,2020,March,29,N/A,N/A,N/A
13607,NORTH BAY A,2020,March,30,6.7,1.7,1.3
13608,NORTH BAY A,2020,March,31,5.3,0.5,0
13609,NORTH BAY A,2020,April,1,8.1,-3.9,0
13610,NORTH BAY A,2020,April,2,8.2,-1.1,0
13611,NORTH BAY A,2020,April,3,5,0,1.1
13612,NORTH BAY A,2020,April,4,10.8,1.2,0.7
13613,NORTH BAY A,2020,April,5,7.8,-2,0.2
13614,NORTH BAY A,2020,April,6,10.4,-2.8,0
13615,NORTH BAY A,2020,April,7,11.5,-5.2,0
13616,NORTH BAY A,2020,April,8,5.3,1.3,1
13617,NORTH BAY A,2020,April,9,5.2,-1.4,1.5
13618,NORTH BAY A,2020,April,10,3,-5.9,0.4
13619,NORTH BAY A,2020,April,11,5.9,-7.5,0
13620,NORTH BAY A,2020,April,12,9.2,-1.1,1
13621,NORTH BAY A,2020,April,13,9.3,-2,8.7
13622,NORTH BAY A,2020,April,14,3.9,-4.1,0
13623,NORTH BAY A,2020,April,15,0.8,-7.6,0
13624,NORTH BAY A,2020,April,16,2.4,-7.4,0
13625,NORTH BAY A,2020,April,17,5.1,-6.7,0
13626,NORTH BAY A,2020,April,18,8,-3.6,0
13627,NORTH BAY A,2020,April,19,7.6,-7.3,1.2
13628,NORTH BAY A,2020,April,20,6.5,-9,0
13629,NORTH BAY A,2020,April,21,2.4,-8,6.9
13630,NORTH BAY A,2020,April,22,-0.2,-11.4,0
13631,NORTH BAY A,2020,April,23,5.9,-12.4,0
13632,NORTH BAY A,2020,April,24,10.6,-0.4,0
13633,NORTH BAY A,2020,April,25,14,-4.1,0
13634,NORTH BAY A,2020,April,26,13.7,-1.7,0
13635,NORTH BAY A,2020,April,27,13.1,-0.4,0
13636,NORTH BAY A,2020,April,28,10.9,-1.7,0
13637,NORTH BAY A,2020,April,29,8.5,4.7,14.2
13638,NORTH BAY A,2020,April,30,12.7,4.1,21.3
13639,NORTH BAY A,2020,May,1,14.8,2.4,0
13640,NORTH BAY A,2020,May,2,14.5,2.9,1.8
13641,NORTH BAY A,2020,May,3,12.5,1,0.2
13642,NORTH BAY A,2020,May,4,5.9,-2.3,0
13643,NORTH BAY A,2020,May,5,9.1,-5.2,0
13644,NORTH BAY A,2020,May,6,12.9,-5.4,0
13645,NORTH BAY A,2020,May,7,5.6,-3,0.5
13646,NORTH BAY A,2020,May,8,0.1,-5.6,0.6
13647,NORTH BAY A,2020,May,9,2.8,-5.6,0.2
13648,NORTH BAY A,2020,May,10,5.7,-2.5,0
13649,NORTH BAY A,2020,May,11,4.5,-5.7,0
13650,NORTH BAY A,2020,May,12,6.9,-4.2,0.7
13651,NORTH BAY A,2020,May,13,12.9,-4.5,0
13652,NORTH BAY A,2020,May,14,13.7,-2.5,3.2
13653,NORTH BAY A,2020,May,15,14.3,7.1,1.6
13654,NORTH BAY A,2020,May,16,14.4,5.7,0
13655,NORTH BAY A,2020,May,17,19.5,5.3,0
13656,NORTH BAY A,2020,May,18,18.1,8.5,0
13657,NORTH BAY A,2020,May,19,18.5,7.2,0
13658,NORTH BAY A,2020,May,20,23.6,7.3,0
13659,NORTH BAY A,2020,May,21,25.5,5.8,0
13660,NORTH BAY A,2020,May,22,27.3,8.8,0
13661,NORTH BAY A,2020,May,23,29.6,14.7,0
13662,NORTH BAY A,2020,May,24,22,13.7,15
13663,NORTH BAY A,2020,May,25,24,16.1,0
13664,NORTH BAY A,2020,May,26,30.3,16.8,0
13665,NORTH BAY A,2020,May,27,32.2,17.1,0
13666,NORTH BAY A,2020,May,28,26.8,18,13
13667,NORTH BAY A,2020,May,29,18.5,8.8,17.5
13668,NORTH BAY A,2020,May,30,10.9,1.3,34.1
13669,NORTH BAY A,2020,May,31,11,0.8,6.1
13670,NORTH BAY A,2020,June,1,18.8,2.1,0.2
13671,NORTH BAY A,2020,June,2,15.5,9.7,3.1
13672,NORTH BAY A,2020,June,3,21.4,11.5,0.4
13673,NORTH BAY A,2020,June,4,21.5,6.7,0
13674,NORTH BAY A,2020,June,5,23.9,10.3,0
